1159 1159
1028 386 81446533.0000000000
1028 550 81446533.0000000000
1013 1028 288307597.5000000000
1029 120 73969774.5000000000
1029 374 73969774.5000000000
1013 1029 295784356.0000000000
1030 121 53878771.5000000000
1030 592 53878771.5000000000
1030 688 53878771.5000000000
1013 1030 315875359.0000000000
1031 85 77655714.5000000000
1031 127 77655714.5000000000
1031 212 77655714.5000000000
1031 278 77655714.5000000000
1031 382 77655714.5000000000
1031 390 77655714.5000000000
1031 402 77655714.5000000000
1031 403 77655714.5000000000
1031 552 77655714.5000000000
1031 562 77655714.5000000000
1031 659 77655714.5000000000
1031 704 77655714.5000000000
1031 849 77655714.5000000000
1013 1031 292098416.0000000000
1032 128 0.0000000000
1032 174 0.0000000000
1013 1032 369754130.5000000000
1013 129 369754130.5000000000
1013 130 369754130.5000000000
1013 134 369754130.5000000000
1013 137 369754130.5000000000
1013 142 369754130.5000000000
1033 144 18434828.5000000000
1033 167 18434828.5000000000
1033 275 18434828.5000000000
1013 1033 351319302.0000000000
1013 147 369754130.5000000000
1034 149 54234380.0000000000
1034 817 54234380.0000000000
1013 1034 315519750.5000000000
1013 153 369754130.5000000000
1013 159 369754130.5000000000
1035 160 87358533.5000000000
1035 286 87358533.5000000000
1013 1035 282395597.0000000000
1036 161 48897746.5000000000
1036 892 48897746.5000000000
1013 1036 320856384.0000000000
1037 166 0.0000000000
1037 938 0.0000000000
1013 1037 369754130.5000000000
1038 169 37850349.0000000000
1038 851 37850349.0000000000
1013 1038 331903781.5000000000
1013 173 369754130.5000000000
1013 175 369754130.5000000000
1039 180 5245518.0000000000
1039 538 5245518.0000000000
1013 1039 364508612.5000000000
1013 183 369754130.5000000000
1013 184 369754130.5000000000
1013 187 369754130.5000000000
1013 189 369754130.5000000000
1040 191 105448550.5000000000
1040 564 105448550.5000000000
1040 897 105448550.5000000000
1013 1040 264305580.0000000000
1013 196 369754130.5000000000
1013 199 369754130.5000000000
1041 200 65639458.0000000000
1041 631 65639458.0000000000
1041 740 65639458.0000000000
1013 1041 304114672.5000000000
1013 208 369754130.5000000000
1042 209 78671011.0000000000
1042 293 78671011.0000000000
1042 573 78671011.0000000000
1042 594 78671011.0000000000
1042 957 78671011.0000000000
1013 1042 291083119.5000000000
1043 210 0.0000000000
1043 343 0.0000000000
1013 1043 369754130.5000000000
1044 216 0.0000000000
1044 409 0.0000000000
1013 1044 369754130.5000000000
1013 223 369754130.5000000000
1013 225 369754130.5000000000
1045 227 0.0000000000
1045 357 0.0000000000
1013 1045 369754130.5000000000
1013 232 369754130.5000000000
1013 236 369754130.5000000000
1046 145 56060366.5000000000
1046 238 56060366.5000000000
1046 340 56060366.5000000000
1046 721 56060366.5000000000
1046 872 56060366.5000000000
1013 1046 313693764.0000000000
1013 244 369754130.5000000000
1047 245 61605549.0000000000
1047 481 61605549.0000000000
1013 1047 308148581.5000000000
1048 249 0.0000000000
1048 630 0.0000000000
1013 1048 369754130.5000000000
1013 250 369754130.5000000000
1013 252 369754130.5000000000
1049 88 54935851.5000000000
1049 113 54935851.5000000000
1049 171 54935851.5000000000
1049 256 54935851.5000000000
1049 335 54935851.5000000000
1049 388 54935851.5000000000
1049 464 54935851.5000000000
1049 647 54935851.5000000000
1049 959 54935851.5000000000
1013 1049 314818279.0000000000
1050 67 88775010.5000000000
1050 100 88775010.5000000000
1050 190 88775010.5000000000
1050 263 88775010.5000000000
1050 291 88775010.5000000000
1050 748 88775010.5000000000
1050 802 88775010.5000000000
1050 922 88775010.5000000000
1050 956 88775010.5000000000
1013 1050 280979120.0000000000
1013 267 369754130.5000000000
1013 268 369754130.5000000000
1013 269 369754130.5000000000
1051 105 92219156.5000000000
1051 270 92219156.5000000000
1013 1051 277534974.0000000000
1013 274 369754130.5000000000
1052 73 0.0000000000
1052 185 0.0000000000
1052 276 0.0000000000
1052 582 0.0000000000
1052 744 0.0000000000
1013 1052 369754130.5000000000
1053 283 0.0000000000
1053 937 0.0000000000
1013 1053 369754130.5000000000
1013 284 369754130.5000000000
1013 289 369754130.5000000000
1054 297 0.0000000000
1054 466 0.0000000000
1013 1054 369754130.5000000000
1013 299 369754130.5000000000
1055 306 86126237.5000000000
1055 361 86126237.5000000000
1055 470 86126237.5000000000
1055 708 86126237.5000000000
1055 888 86126237.5000000000
1013 1055 283627893.0000000000
1056 316 0.0000000000
1056 511 0.0000000000
1013 1056 369754130.5000000000
1013 318 369754130.5000000000
1057 319 57110284.0000000000
1057 348 57110284.0000000000
1057 657 57110284.0000000000
1013 1057 312643846.5000000000
1058 322 0.0000000000
1058 914 0.0000000000
1013 1058 369754130.5000000000
1013 324 369754130.5000000000
1059 44 108572022.5000000000
1059 257 108572022.5000000000
1059 325 108572022.5000000000
1059 341 108572022.5000000000
1059 496 108572022.5000000000
1059 677 108572022.5000000000
1059 859 108572022.5000000000
1059 932 108572022.5000000000
1013 1059 261182108.0000000000
1013 332 369754130.5000000000
1060 334 43740399.0000000000
1060 524 43740399.0000000000
1013 1060 326013731.5000000000
1013 336 369754130.5000000000
1013 339 369754130.5000000000
1013 344 369754130.5000000000
1013 345 369754130.5000000000
1013 346 369754130.5000000000
1061 45 0.0000000000
1061 349 0.0000000000
1013 1061 369754130.5000000000
1013 350 369754130.5000000000
1062 354 5408670.5000000000
1062 389 5408670.5000000000
1013 1062 364345460.0000000000
1013 358 369754130.5000000000
1063 19 82409108.0000000000
1063 91 82409108.0000000000
1063 178 82409108.0000000000
1063 360 82409108.0000000000
1013 1063 287345022.5000000000
1064 363 101505581.5000000000
1064 834 101505581.5000000000
1013 1064 268248549.0000000000
1013 365 369754130.5000000000
1013 366 369754130.5000000000
1013 368 369754130.5000000000
1013 371 369754130.5000000000
1013 372 369754130.5000000000
1013 373 369754130.5000000000
1013 375 369754130.5000000000
1013 377 369754130.5000000000
1013 383 369754130.5000000000
1013 392 369754130.5000000000
1013 393 369754130.5000000000
1065 399 92718233.0000000000
1065 560 92718233.0000000000
1013 1065 277035897.5000000000
1066 123 41345505.0000000000
1066 401 41345505.0000000000
1066 434 41345505.0000000000
1066 868 41345505.0000000000
1013 1066 328408625.5000000000
1067 102 75137129.5000000000
1067 312 75137129.5000000000
1067 328 75137129.5000000000
1067 408 75137129.5000000000
1067 457 75137129.5000000000
1067 575 75137129.5000000000
1067 588 75137129.5000000000
1067 726 75137129.5000000000
1067 742 75137129.5000000000
1067 907 75137129.5000000000
1013 1067 294617001.0000000000
1068 376 104775165.5000000000
1068 413 104775165.5000000000
1068 557 104775165.5000000000
1068 820 104775165.5000000000
1068 831 104775165.5000000000
1013 1068 264978965.0000000000
1013 417 369754130.5000000000
1013 418 369754130.5000000000
1013 420 369754130.5000000000
1070 228 51482103.5000000000
1070 290 51482103.5000000000
1069 1070 286045983.0000000000
1071 132 74710801.5000000000
1071 140 74710801.5000000000
1071 397 74710801.5000000000
1071 421 74710801.5000000000
1071 438 74710801.5000000000
1071 931 74710801.5000000000
1069 1071 262817285.0000000000
1069 425 337528086.5000000000
1072 58 0.0000000000
1072 514 0.0000000000
1072 567 0.0000000000
1072 852 0.0000000000
1069 1072 337528086.5000000000
1073 66 66167432.5000000000
1073 604 66167432.5000000000
1069 1073 271360654.0000000000
1074 81 77436147.5000000000
1074 119 77436147.5000000000
1074 141 77436147.5000000000
1074 213 77436147.5000000000
1074 224 77436147.5000000000
1074 264 77436147.5000000000
1074 281 77436147.5000000000
1074 285 77436147.5000000000
1074 300 77436147.5000000000
1074 378 77436147.5000000000
1074 414 77436147.5000000000
1074 479 77436147.5000000000
1074 527 77436147.5000000000
1074 531 77436147.5000000000
1074 540 77436147.5000000000
1074 577 77436147.5000000000
1074 589 77436147.5000000000
1074 599 77436147.5000000000
1074 637 77436147.5000000000
1074 663 77436147.5000000000
1074 669 77436147.5000000000
1074 673 77436147.5000000000
1074 686 77436147.5000000000
1074 701 77436147.5000000000
1074 710 77436147.5000000000
1074 766 77436147.5000000000
1074 769 77436147.5000000000
1074 796 77436147.5000000000
1074 803 77436147.5000000000
1074 836 77436147.5000000000
1074 896 77436147.5000000000
1074 915 77436147.5000000000
1074 936 77436147.5000000000
1074 942 77436147.5000000000
1074 967 77436147.5000000000
1074 976 77436147.5000000000
1069 1074 260091939.0000000000
1075 292 33262697.5000000000
1075 891 33262697.5000000000
1069 1075 304265389.0000000000
1076 172 0.0000000000
1076 928 0.0000000000
1069 1076 337528086.5000000000
1069 994 337528086.5000000000
1013 1069 32226044.0000000000
1077 62 57491549.5000000000
1077 359 57491549.5000000000
1077 426 57491549.5000000000
1077 933 57491549.5000000000
1077 964 57491549.5000000000
1013 1077 312262581.0000000000
1078 80 103164637.0000000000
1078 430 103164637.0000000000
1013 1078 266589493.5000000000
1013 432 369754130.5000000000
1013 437 369754130.5000000000
1079 68 29253012.5000000000
1079 440 29253012.5000000000
1013 1079 340501118.0000000000
1013 441 369754130.5000000000
1080 271 5987796.5000000000
1080 442 5987796.5000000000
1013 1080 363766334.0000000000
1013 443 369754130.5000000000
1013 446 369754130.5000000000
1081 79 0.0000000000
1081 448 0.0000000000
1013 1081 369754130.5000000000
1082 136 72900141.5000000000
1082 449 72900141.5000000000
1013 1082 296853989.0000000000
1083 235 46726824.0000000000
1083 452 46726824.0000000000
1083 895 46726824.0000000000
1013 1083 323027306.5000000000
1084 455 0.0000000000
1084 473 0.0000000000
1084 869 0.0000000000
1013 1084 369754130.5000000000
1085 204 72044034.0000000000
1085 456 72044034.0000000000
1085 918 72044034.0000000000
1013 1085 297710096.5000000000
1086 10 0.0000000000
1086 461 0.0000000000
1086 544 0.0000000000
1013 1086 369754130.5000000000
1087 248 84986724.0000000000
1087 433 84986724.0000000000
1087 453 84986724.0000000000
1087 467 84986724.0000000000
1087 574 84986724.0000000000
1087 678 84986724.0000000000
1087 789 84986724.0000000000
1013 1087 284767406.5000000000
1013 471 369754130.5000000000
1088 156 0.0000000000
1088 474 0.0000000000
1013 1088 369754130.5000000000
1013 476 369754130.5000000000
1013 477 369754130.5000000000
1013 478 369754130.5000000000
1089 327 103299126.5000000000
1089 485 103299126.5000000000
1089 655 103299126.5000000000
1089 700 103299126.5000000000
1013 1089 266455004.0000000000
1013 490 369754130.5000000000
1013 493 369754130.5000000000
1013 495 369754130.5000000000
1013 500 369754130.5000000000
1013 501 369754130.5000000000
1013 502 369754130.5000000000
1013 506 369754130.5000000000
1090 482 0.0000000000
1090 509 0.0000000000
1013 1090 369754130.5000000000
1013 512 369754130.5000000000
1013 515 369754130.5000000000
1013 517 369754130.5000000000
1091 518 0.0000000000
1091 871 0.0000000000
1013 1091 369754130.5000000000
1092 63 91816211.5000000000
1092 521 91816211.5000000000
1092 797 91816211.5000000000
1092 845 91816211.5000000000
1092 950 91816211.5000000000
1013 1092 277937919.0000000000
1013 525 369754130.5000000000
1013 528 369754130.5000000000
1013 533 369754130.5000000000
1013 539 369754130.5000000000
1093 2 109104258.0000000000
1093 84 109104258.0000000000
1093 87 109104258.0000000000
1093 111 109104258.0000000000
1093 154 109104258.0000000000
1093 182 109104258.0000000000
1093 202 109104258.0000000000
1093 338 109104258.0000000000
1093 347 109104258.0000000000
1093 412 109104258.0000000000
1093 427 109104258.0000000000
1093 488 109104258.0000000000
1093 510 109104258.0000000000
1093 542 109104258.0000000000
1093 641 109104258.0000000000
1093 695 109104258.0000000000
1093 722 109104258.0000000000
1093 786 109104258.0000000000
1093 812 109104258.0000000000
1093 916 109104258.0000000000
1093 945 109104258.0000000000
1093 969 109104258.0000000000
1013 1093 260649872.5000000000
1094 99 109597030.0000000000
1094 296 109597030.0000000000
1094 323 109597030.0000000000
1094 543 109597030.0000000000
1094 713 109597030.0000000000
1013 1094 260157100.5000000000
1013 545 369754130.5000000000
1095 260 80215200.5000000000
1095 546 80215200.5000000000
1095 783 80215200.5000000000
1095 879 80215200.5000000000
1095 881 80215200.5000000000
1013 1095 289538930.0000000000
1013 547 369754130.5000000000
1096 31 65560579.5000000000
1096 548 65560579.5000000000
1013 1096 304193551.0000000000
1097 553 0.0000000000
1097 643 0.0000000000
1013 1097 369754130.5000000000
1013 561 369754130.5000000000
1098 240 109029612.5000000000
1098 444 109029612.5000000000
1098 513 109029612.5000000000
1098 520 109029612.5000000000
1098 566 109029612.5000000000
1098 676 109029612.5000000000
1098 832 109029612.5000000000
1013 1098 260724518.0000000000
1013 568 369754130.5000000000
1099 211 0.0000000000
1099 570 0.0000000000
1013 1099 369754130.5000000000
1100 207 50323118.5000000000
1100 304 50323118.5000000000
1100 572 50323118.5000000000
1100 771 50323118.5000000000
1013 1100 319431012.0000000000
1013 576 369754130.5000000000
1013 580 369754130.5000000000
1013 583 369754130.5000000000
1101 379 102869845.5000000000
1101 590 102869845.5000000000
1101 920 102869845.5000000000
1013 1101 266884285.0000000000
1102 38 80067703.0000000000
1102 146 80067703.0000000000
1102 205 80067703.0000000000
1102 593 80067703.0000000000
1102 911 80067703.0000000000
1013 1102 289686427.5000000000
1103 114 63120958.0000000000
1103 601 63120958.0000000000
1103 719 63120958.0000000000
1103 785 63120958.0000000000
1013 1103 306633172.5000000000
1013 602 369754130.5000000000
1013 607 369754130.5000000000
1104 26 0.0000000000
1104 613 0.0000000000
1104 997 0.0000000000
1013 1104 369754130.5000000000
1013 615 369754130.5000000000
1013 618 369754130.5000000000
1013 621 369754130.5000000000
1013 628 369754130.5000000000
1105 445 82237938.0000000000
1105 629 82237938.0000000000
1013 1105 287516192.5000000000
1013 632 369754130.5000000000
1013 633 369754130.5000000000
1013 634 369754130.5000000000
1106 394 0.0000000000
1106 638 0.0000000000
1013 1106 369754130.5000000000
1013 639 369754130.5000000000
1013 640 369754130.5000000000
1013 644 369754130.5000000000
1013 646 369754130.5000000000
1107 499 91476337.5000000000
1107 649 91476337.5000000000
1107 961 91476337.5000000000
1013 1107 278277793.0000000000
1013 650 369754130.5000000000
1108 653 21214606.0000000000
1108 989 21214606.0000000000
1013 1108 348539524.5000000000
1013 656 369754130.5000000000
1109 447 0.0000000000
1109 662 0.0000000000
1109 738 0.0000000000
1013 1109 369754130.5000000000
1013 664 369754130.5000000000
1013 668 369754130.5000000000
1013 670 369754130.5000000000
1013 671 369754130.5000000000
1110 221 92942438.5000000000
1110 487 92942438.5000000000
1110 679 92942438.5000000000
1013 1110 276811692.0000000000
1013 684 369754130.5000000000
1013 690 369754130.5000000000
1013 697 369754130.5000000000
1013 698 369754130.5000000000
1013 699 369754130.5000000000
1013 703 369754130.5000000000
1111 689 0.0000000000
1111 711 0.0000000000
1013 1111 369754130.5000000000
1013 715 369754130.5000000000
1013 717 369754130.5000000000
1013 723 369754130.5000000000
1112 48 103934849.0000000000
1112 308 103934849.0000000000
1112 429 103934849.0000000000
1112 724 103934849.0000000000
1112 806 103934849.0000000000
1112 874 103934849.0000000000
1112 953 103934849.0000000000
1112 987 103934849.0000000000
1013 1112 265819281.5000000000
1013 728 369754130.5000000000
1113 705 0.0000000000
1113 729 0.0000000000
1013 1113 369754130.5000000000
1013 732 369754130.5000000000
1115 25 147823101.5000000000
1115 37 147823101.5000000000
1115 39 147823101.5000000000
1115 158 147823101.5000000000
1115 186 147823101.5000000000
1115 222 147823101.5000000000
1115 253 147823101.5000000000
1115 272 147823101.5000000000
1115 320 147823101.5000000000
1115 364 147823101.5000000000
1115 387 147823101.5000000000
1115 472 147823101.5000000000
1115 483 147823101.5000000000
1115 508 147823101.5000000000
1115 591 147823101.5000000000
1115 620 147823101.5000000000
1115 636 147823101.5000000000
1115 648 147823101.5000000000
1115 709 147823101.5000000000
1115 720 147823101.5000000000
1115 814 147823101.5000000000
1115 979 147823101.5000000000
1114 1115 216710101.5000000000
1116 83 102829681.5000000000
1116 124 102829681.5000000000
1116 287 102829681.5000000000
1116 307 102829681.5000000000
1116 331 102829681.5000000000
1116 385 102829681.5000000000
1116 462 102829681.5000000000
1116 554 102829681.5000000000
1116 586 102829681.5000000000
1116 587 102829681.5000000000
1116 622 102829681.5000000000
1116 635 102829681.5000000000
1116 685 102829681.5000000000
1116 823 102829681.5000000000
1116 841 102829681.5000000000
1116 889 102829681.5000000000
1114 1116 261703521.5000000000
1117 1 99805984.0000000000
1117 34 99805984.0000000000
1117 342 99805984.0000000000
1117 411 99805984.0000000000
1117 541 99805984.0000000000
1117 558 99805984.0000000000
1117 608 99805984.0000000000
1117 733 99805984.0000000000
1117 870 99805984.0000000000
1117 992 99805984.0000000000
1114 1117 264727219.0000000000
1013 1114 5220927.5000000000
1013 736 369754130.5000000000
1118 117 0.0000000000
1118 407 0.0000000000
1118 667 0.0000000000
1118 739 0.0000000000
1013 1118 369754130.5000000000
1119 22 57157043.5000000000
1119 163 57157043.5000000000
1119 280 57157043.5000000000
1119 356 57157043.5000000000
1119 504 57157043.5000000000
1119 505 57157043.5000000000
1119 692 57157043.5000000000
1119 741 57157043.5000000000
1119 751 57157043.5000000000
1119 827 57157043.5000000000
1119 898 57157043.5000000000
1013 1119 312597087.0000000000
1013 743 369754130.5000000000
1013 745 369754130.5000000000
1013 746 369754130.5000000000
1013 747 369754130.5000000000
1013 749 369754130.5000000000
1120 381 0.0000000000
1120 752 0.0000000000
1013 1120 369754130.5000000000
1013 753 369754130.5000000000
1013 754 369754130.5000000000
1013 759 369754130.5000000000
1013 761 369754130.5000000000
1013 762 369754130.5000000000
1013 764 369754130.5000000000
1013 765 369754130.5000000000
1121 165 0.0000000000
1121 770 0.0000000000
1013 1121 369754130.5000000000
1122 143 0.0000000000
1122 775 0.0000000000
1013 1122 369754130.5000000000
1013 776 369754130.5000000000
1013 780 369754130.5000000000
1123 32 43292343.5000000000
1123 108 43292343.5000000000
1123 507 43292343.5000000000
1123 526 43292343.5000000000
1123 781 43292343.5000000000
1013 1123 326461787.0000000000
1124 370 57418459.0000000000
1124 760 57418459.0000000000
1124 782 57418459.0000000000
1013 1124 312335671.5000000000
1013 792 369754130.5000000000
1125 793 0.0000000000
1125 913 0.0000000000
1013 1125 369754130.5000000000
1013 794 369754130.5000000000
1126 805 83990674.5000000000
1126 877 83990674.5000000000
1013 1126 285763456.0000000000
1127 756 49565450.5000000000
1127 768 49565450.5000000000
1127 809 49565450.5000000000
1013 1127 320188680.0000000000
1013 810 369754130.5000000000
1013 815 369754130.5000000000
1013 816 369754130.5000000000
1013 818 369754130.5000000000
1013 819 369754130.5000000000
1013 822 369754130.5000000000
1013 826 369754130.5000000000
1013 829 369754130.5000000000
1013 830 369754130.5000000000
1013 833 369754130.5000000000
1128 450 94995600.0000000000
1128 840 94995600.0000000000
1013 1128 274758530.5000000000
1013 843 369754130.5000000000
1013 844 369754130.5000000000
1013 847 369754130.5000000000
1013 848 369754130.5000000000
1129 777 79637384.0000000000
1129 850 79637384.0000000000
1013 1129 290116746.5000000000
1013 855 369754130.5000000000
1130 436 73206580.0000000000
1130 681 73206580.0000000000
1130 856 73206580.0000000000
1013 1130 296547550.5000000000
1013 857 369754130.5000000000
1131 329 109350090.5000000000
1131 858 109350090.5000000000
1131 927 109350090.5000000000
1131 951 109350090.5000000000
1013 1131 260404040.0000000000
1132 157 103913230.5000000000
1132 234 103913230.5000000000
1132 352 103913230.5000000000
1132 424 103913230.5000000000
1132 707 103913230.5000000000
1132 763 103913230.5000000000
1132 807 103913230.5000000000
1132 838 103913230.5000000000
1132 861 103913230.5000000000
1013 1132 265840900.0000000000
1013 864 369754130.5000000000
1013 873 369754130.5000000000
1013 878 369754130.5000000000
1013 880 369754130.5000000000
1013 882 369754130.5000000000
1133 313 0.0000000000
1133 884 0.0000000000
1013 1133 369754130.5000000000
1013 887 369754130.5000000000
1134 556 0.0000000000
1134 890 0.0000000000
1013 1134 369754130.5000000000
1013 893 369754130.5000000000
1013 906 369754130.5000000000
1135 11 96024801.5000000000
1135 139 96024801.5000000000
1135 193 96024801.5000000000
1135 206 96024801.5000000000
1135 233 96024801.5000000000
1135 309 96024801.5000000000
1135 480 96024801.5000000000
1135 523 96024801.5000000000
1135 903 96024801.5000000000
1135 908 96024801.5000000000
1135 986 96024801.5000000000
1013 1135 273729329.0000000000
1013 909 369754130.5000000000
1136 919 0.0000000000
1136 998 0.0000000000
1013 1136 369754130.5000000000
1013 923 369754130.5000000000
1137 398 0.0000000000
1137 930 0.0000000000
1013 1137 369754130.5000000000
1013 940 369754130.5000000000
1013 943 369754130.5000000000
1013 944 369754130.5000000000
1138 790 0.0000000000
1138 952 0.0000000000
1013 1138 369754130.5000000000
1013 954 369754130.5000000000
1139 362 104179019.5000000000
1139 680 104179019.5000000000
1139 799 104179019.5000000000
1139 902 104179019.5000000000
1139 955 104179019.5000000000
1139 996 104179019.5000000000
1013 1139 265575111.0000000000
1140 49 94183753.0000000000
1140 51 94183753.0000000000
1140 53 94183753.0000000000
1140 59 94183753.0000000000
1140 138 94183753.0000000000
1140 179 94183753.0000000000
1140 195 94183753.0000000000
1140 218 94183753.0000000000
1140 239 94183753.0000000000
1140 258 94183753.0000000000
1140 317 94183753.0000000000
1140 351 94183753.0000000000
1140 367 94183753.0000000000
1140 404 94183753.0000000000
1140 410 94183753.0000000000
1140 416 94183753.0000000000
1140 454 94183753.0000000000
1140 463 94183753.0000000000
1140 484 94183753.0000000000
1140 532 94183753.0000000000
1140 535 94183753.0000000000
1140 571 94183753.0000000000
1140 584 94183753.0000000000
1140 585 94183753.0000000000
1140 597 94183753.0000000000
1140 610 94183753.0000000000
1140 614 94183753.0000000000
1140 626 94183753.0000000000
1140 642 94183753.0000000000
1140 661 94183753.0000000000
1140 665 94183753.0000000000
1140 687 94183753.0000000000
1140 693 94183753.0000000000
1140 731 94183753.0000000000
1140 737 94183753.0000000000
1140 774 94183753.0000000000
1140 801 94183753.0000000000
1140 813 94183753.0000000000
1140 821 94183753.0000000000
1140 824 94183753.0000000000
1140 876 94183753.0000000000
1140 899 94183753.0000000000
1140 921 94183753.0000000000
1140 939 94183753.0000000000
1140 962 94183753.0000000000
1140 973 94183753.0000000000
1013 1140 275570377.5000000000
1013 965 369754130.5000000000
1141 605 94661614.5000000000
1141 842 94661614.5000000000
1141 904 94661614.5000000000
1141 966 94661614.5000000000
1013 1141 275092516.0000000000
1013 968 369754130.5000000000
1013 970 369754130.5000000000
1013 971 369754130.5000000000
1013 977 369754130.5000000000
1013 978 369754130.5000000000
1013 980 369754130.5000000000
1142 883 0.0000000000
1142 991 0.0000000000
1013 1142 369754130.5000000000
1143 152 58937877.0000000000
1143 975 58937877.0000000000
1143 995 58937877.0000000000
1013 1143 310816253.5000000000
1144 391 337938639.0000000000
1144 616 337938639.0000000000
1145 301 0.0000000000
1145 422 0.0000000000
1146 314 290522081.5000000000
1146 428 290522081.5000000000
1146 787 290522081.5000000000
1147 497 0.0000000000
1147 993 0.0000000000
1148 516 0.0000000000
1148 885 0.0000000000
1149 310 0.0000000000
1149 559 0.0000000000
1150 112 201760356.5000000000
1150 536 201760356.5000000000
1150 612 201760356.5000000000
1151 619 105016288.0000000000
1151 946 105016288.0000000000
1152 625 351670167.0000000000
1152 758 351670167.0000000000
1153 578 129818732.0000000000
1153 611 129818732.0000000000
1153 617 129818732.0000000000
1153 645 129818732.0000000000
1153 825 129818732.0000000000
1154 109 54593741.0000000000
1154 696 54593741.0000000000
1155 229 287245584.5000000000
1155 333 287245584.5000000000
1155 491 287245584.5000000000
1156 718 0.0000000000
1156 926 0.0000000000
1155 1156 287245584.5000000000
1157 691 144113167.0000000000
1157 853 144113167.0000000000
1158 651 148908491.0000000000
1158 865 148908491.0000000000
1159 6 369754130.5000000000
1159 12 369754130.5000000000
1159 20 369754130.5000000000
