1180 1180
1037 474 31377123.2500000000
1016 1037 343837729.5000000000
1038 140 0.0000000000
1038 650 0.0000000000
1016 1038 375214852.7500000000
1039 130 10143809.2500000000
1039 146 10143809.2500000000
1039 329 10143809.2500000000
1039 566 10143809.2500000000
1039 707 10143809.2500000000
1039 886 10143809.2500000000
1016 1039 365071043.5000000000
1040 71 0.0000000000
1040 135 0.0000000000
1040 147 0.0000000000
1016 1040 375214852.7500000000
1016 148 375214852.7500000000
1016 149 375214852.7500000000
1041 96 48173165.2500000000
1041 152 48173165.2500000000
1041 325 48173165.2500000000
1041 761 48173165.2500000000
1016 1041 327041687.5000000000
1042 155 0.0000000000
1042 251 0.0000000000
1016 1042 375214852.7500000000
1043 13 0.0000000000
1043 157 0.0000000000
1016 1043 375214852.7500000000
1044 158 124725514.7500000000
1044 168 124725514.7500000000
1044 396 124725514.7500000000
1044 609 124725514.7500000000
1044 871 124725514.7500000000
1044 959 124725514.7500000000
1016 1044 250489338.0000000000
1016 159 375214852.7500000000
1016 162 375214852.7500000000
1016 163 375214852.7500000000
1016 164 375214852.7500000000
1045 167 22401452.2500000000
1045 198 22401452.2500000000
1016 1045 352813400.5000000000
1046 137 0.0000000000
1046 169 0.0000000000
1046 443 0.0000000000
1016 1046 375214852.7500000000
1047 175 0.0000000000
1047 824 0.0000000000
1016 1047 375214852.7500000000
1016 176 375214852.7500000000
1016 182 375214852.7500000000
1016 184 375214852.7500000000
1016 187 375214852.7500000000
1016 191 375214852.7500000000
1048 200 0.0000000000
1048 854 0.0000000000
1016 1048 375214852.7500000000
1016 214 375214852.7500000000
1049 218 0.0000000000
1049 437 0.0000000000
1016 1049 375214852.7500000000
1016 220 375214852.7500000000
1050 229 46454640.7500000000
1050 978 46454640.7500000000
1016 1050 328760212.0000000000
1016 232 375214852.7500000000
1016 235 375214852.7500000000
1016 240 375214852.7500000000
1016 241 375214852.7500000000
1016 246 375214852.7500000000
1051 108 102742506.2500000000
1051 120 102742506.2500000000
1051 161 102742506.2500000000
1051 192 102742506.2500000000
1051 197 102742506.2500000000
1051 207 102742506.2500000000
1051 248 102742506.2500000000
1051 607 102742506.2500000000
1051 863 102742506.2500000000
1051 909 102742506.2500000000
1051 936 102742506.2500000000
1016 1051 272472346.5000000000
1016 252 375214852.7500000000
1016 256 375214852.7500000000
1052 36 0.0000000000
1052 260 0.0000000000
1052 579 0.0000000000
1016 1052 375214852.7500000000
1016 263 375214852.7500000000
1016 264 375214852.7500000000
1053 33 222761333.2500000000
1053 39 222761333.2500000000
1054 145 0.0000000000
1054 968 0.0000000000
1053 1054 222761333.2500000000
1053 151 222761333.2500000000
1055 14 0.0000000000
1055 202 0.0000000000
1055 283 0.0000000000
1055 531 0.0000000000
1055 658 0.0000000000
1055 992 0.0000000000
1053 1055 222761333.2500000000
1053 245 222761333.2500000000
1053 274 222761333.2500000000
1053 277 222761333.2500000000
1053 290 222761333.2500000000
1053 304 222761333.2500000000
1053 306 222761333.2500000000
1056 43 0.0000000000
1056 78 0.0000000000
1056 289 0.0000000000
1056 308 0.0000000000
1056 476 0.0000000000
1056 526 0.0000000000
1056 546 0.0000000000
1056 885 0.0000000000
1053 1056 222761333.2500000000
1057 203 0.0000000000
1057 359 0.0000000000
1057 394 0.0000000000
1053 1057 222761333.2500000000
1053 392 222761333.2500000000
1058 275 0.0000000000
1058 427 0.0000000000
1053 1058 222761333.2500000000
1053 435 222761333.2500000000
1053 453 222761333.2500000000
1053 454 222761333.2500000000
1053 460 222761333.2500000000
1059 466 0.0000000000
1059 972 0.0000000000
1053 1059 222761333.2500000000
1060 122 0.0000000000
1060 224 0.0000000000
1060 299 0.0000000000
1060 482 0.0000000000
1060 527 0.0000000000
1060 659 0.0000000000
1053 1060 222761333.2500000000
1053 486 222761333.2500000000
1053 510 222761333.2500000000
1053 524 222761333.2500000000
1053 540 222761333.2500000000
1053 577 222761333.2500000000
1053 587 222761333.2500000000
1061 247 0.0000000000
1061 272 0.0000000000
1061 468 0.0000000000
1061 489 0.0000000000
1061 533 0.0000000000
1061 604 0.0000000000
1061 606 0.0000000000
1061 640 0.0000000000
1061 724 0.0000000000
1061 789 0.0000000000
1061 924 0.0000000000
1061 962 0.0000000000
1061 984 0.0000000000
1053 1061 222761333.2500000000
1053 620 222761333.2500000000
1053 628 222761333.2500000000
1062 266 0.0000000000
1062 636 0.0000000000
1053 1062 222761333.2500000000
1063 298 0.0000000000
1063 649 0.0000000000
1053 1063 222761333.2500000000
1064 393 0.0000000000
1064 497 0.0000000000
1064 712 0.0000000000
1053 1064 222761333.2500000000
1053 723 222761333.2500000000
1053 743 222761333.2500000000
1053 749 222761333.2500000000
1053 771 222761333.2500000000
1053 782 222761333.2500000000
1065 621 0.0000000000
1065 792 0.0000000000
1053 1065 222761333.2500000000
1053 803 222761333.2500000000
1053 832 222761333.2500000000
1066 261 0.0000000000
1066 836 0.0000000000
1053 1066 222761333.2500000000
1053 883 222761333.2500000000
1067 86 0.0000000000
1067 407 0.0000000000
1067 562 0.0000000000
1067 608 0.0000000000
1067 927 0.0000000000
1067 999 0.0000000000
1053 1067 222761333.2500000000
1053 932 222761333.2500000000
1068 83 0.0000000000
1068 471 0.0000000000
1068 967 0.0000000000
1053 1068 222761333.2500000000
1016 1053 152453519.5000000000
1069 179 115770631.2500000000
1069 279 115770631.2500000000
1069 300 115770631.2500000000
1069 338 115770631.2500000000
1069 357 115770631.2500000000
1069 403 115770631.2500000000
1069 419 115770631.2500000000
1069 441 115770631.2500000000
1069 456 115770631.2500000000
1069 469 115770631.2500000000
1069 569 115770631.2500000000
1069 598 115770631.2500000000
1069 613 115770631.2500000000
1069 654 115770631.2500000000
1069 673 115770631.2500000000
1069 770 115770631.2500000000
1069 838 115770631.2500000000
1016 1069 259444221.5000000000
1016 285 375214852.7500000000
1016 287 375214852.7500000000
1070 292 57796620.7500000000
1070 590 57796620.7500000000
1016 1070 317418232.0000000000
1016 294 375214852.7500000000
1016 297 375214852.7500000000
1016 307 375214852.7500000000
1016 309 375214852.7500000000
1071 117 120202909.2500000000
1071 311 120202909.2500000000
1071 348 120202909.2500000000
1071 748 120202909.2500000000
1071 773 120202909.2500000000
1016 1071 255011943.5000000000
1016 312 375214852.7500000000
1072 215 3733037.7500000000
1072 315 3733037.7500000000
1072 369 3733037.7500000000
1016 1072 371481815.0000000000
1016 316 375214852.7500000000
1073 318 0.0000000000
1073 918 0.0000000000
1016 1073 375214852.7500000000
1074 319 0.0000000000
1074 401 0.0000000000
1016 1074 375214852.7500000000
1016 320 375214852.7500000000
1075 50 113981388.7500000000
1075 273 113981388.7500000000
1075 323 113981388.7500000000
1075 698 113981388.7500000000
1016 1075 261233464.0000000000
1016 324 375214852.7500000000
1016 326 375214852.7500000000
1016 328 375214852.7500000000
1016 332 375214852.7500000000
1076 314 93018576.7500000000
1076 333 93018576.7500000000
1076 494 93018576.7500000000
1076 647 93018576.7500000000
1076 891 93018576.7500000000
1016 1076 282196276.0000000000
1016 334 375214852.7500000000
1077 166 98944044.2500000000
1077 237 98944044.2500000000
1077 335 98944044.2500000000
1077 464 98944044.2500000000
1016 1077 276270808.5000000000
1078 337 61189287.2500000000
1078 731 61189287.2500000000
1016 1078 314025565.5000000000
1016 339 375214852.7500000000
1079 236 0.0000000000
1079 341 0.0000000000
1016 1079 375214852.7500000000
1080 55 5926362.7500000000
1080 346 5926362.7500000000
1080 637 5926362.7500000000
1080 648 5926362.7500000000
1080 660 5926362.7500000000
1016 1080 369288490.0000000000
1081 347 0.0000000000
1081 795 0.0000000000
1016 1081 375214852.7500000000
1082 353 119015208.2500000000
1082 411 119015208.2500000000
1016 1082 256199644.5000000000
1083 134 0.0000000000
1083 358 0.0000000000
1016 1083 375214852.7500000000
1084 354 0.0000000000
1084 365 0.0000000000
1016 1084 375214852.7500000000
1085 370 0.0000000000
1085 714 0.0000000000
1016 1085 375214852.7500000000
1016 377 375214852.7500000000
1016 378 375214852.7500000000
1016 382 375214852.7500000000
1016 383 375214852.7500000000
1016 385 375214852.7500000000
1016 386 375214852.7500000000
1086 201 121472592.2500000000
1086 387 121472592.2500000000
1086 512 121472592.2500000000
1086 544 121472592.2500000000
1086 686 121472592.2500000000
1086 808 121472592.2500000000
1086 961 121472592.2500000000
1016 1086 253742260.5000000000
1016 397 375214852.7500000000
1016 399 375214852.7500000000
1016 402 375214852.7500000000
1087 408 117262679.7500000000
1087 525 117262679.7500000000
1016 1087 257952173.0000000000
1016 409 375214852.7500000000
1088 199 119671945.2500000000
1088 413 119671945.2500000000
1088 522 119671945.2500000000
1016 1088 255542907.5000000000
1089 68 13034470.2500000000
1089 418 13034470.2500000000
1016 1089 362180382.5000000000
1016 420 375214852.7500000000
1016 421 375214852.7500000000
1016 423 375214852.7500000000
1090 193 73505968.7500000000
1090 426 73505968.7500000000
1090 860 73505968.7500000000
1016 1090 301708884.0000000000
1016 434 375214852.7500000000
1091 165 0.0000000000
1091 436 0.0000000000
1091 534 0.0000000000
1016 1091 375214852.7500000000
1016 438 375214852.7500000000
1016 448 375214852.7500000000
1016 449 375214852.7500000000
1016 452 375214852.7500000000
1016 455 375214852.7500000000
1016 461 375214852.7500000000
1092 472 75713746.7500000000
1092 767 75713746.7500000000
1016 1092 299501106.0000000000
1016 475 375214852.7500000000
1016 478 375214852.7500000000
1093 133 112021435.7500000000
1093 490 112021435.7500000000
1016 1093 263193417.0000000000
1016 491 375214852.7500000000
1016 495 375214852.7500000000
1016 496 375214852.7500000000
1094 28 0.0000000000
1094 34 0.0000000000
1094 281 0.0000000000
1094 501 0.0000000000
1016 1094 375214852.7500000000
1095 422 85217142.7500000000
1095 504 85217142.7500000000
1016 1095 289997710.0000000000
1096 8 109803500.7500000000
1096 141 109803500.7500000000
1096 211 109803500.7500000000
1096 222 109803500.7500000000
1096 234 109803500.7500000000
1096 239 109803500.7500000000
1096 375 109803500.7500000000
1096 505 109803500.7500000000
1096 619 109803500.7500000000
1096 711 109803500.7500000000
1096 713 109803500.7500000000
1096 737 109803500.7500000000
1016 1096 265411352.0000000000
1097 98 0.0000000000
1097 515 0.0000000000
1016 1097 375214852.7500000000
1098 80 0.0000000000
1098 189 0.0000000000
1098 516 0.0000000000
1016 1098 375214852.7500000000
1016 528 375214852.7500000000
1016 535 375214852.7500000000
1016 539 375214852.7500000000
1016 542 375214852.7500000000
1016 548 375214852.7500000000
1016 549 375214852.7500000000
1016 551 375214852.7500000000
1016 555 375214852.7500000000
1016 557 375214852.7500000000
1016 561 375214852.7500000000
1099 194 78730273.7500000000
1099 563 78730273.7500000000
1016 1099 296484579.0000000000
1100 565 30826263.7500000000
1100 783 30826263.7500000000
1016 1100 344388589.0000000000
1016 567 375214852.7500000000
1101 38 51670435.7500000000
1101 568 51670435.7500000000
1101 622 51670435.7500000000
1016 1101 323544417.0000000000
1102 291 103317421.2500000000
1102 498 103317421.2500000000
1102 571 103317421.2500000000
1102 643 103317421.2500000000
1102 848 103317421.2500000000
1016 1102 271897431.5000000000
1016 576 375214852.7500000000
1016 578 375214852.7500000000
1016 581 375214852.7500000000
1103 584 16529437.7500000000
1103 662 16529437.7500000000
1103 678 16529437.7500000000
1103 894 16529437.7500000000
1016 1103 358685415.0000000000
1016 591 375214852.7500000000
1016 593 375214852.7500000000
1016 594 375214852.7500000000
1104 156 114254315.7500000000
1104 596 114254315.7500000000
1016 1104 260960537.0000000000
1105 536 121721256.2500000000
1105 599 121721256.2500000000
1105 694 121721256.2500000000
1016 1105 253493596.5000000000
1016 602 375214852.7500000000
1106 603 81879486.2500000000
1106 949 81879486.2500000000
1016 1106 293335366.5000000000
1107 254 64099338.7500000000
1107 284 64099338.7500000000
1107 351 64099338.7500000000
1107 484 64099338.7500000000
1107 519 64099338.7500000000
1107 552 64099338.7500000000
1107 610 64099338.7500000000
1107 819 64099338.7500000000
1107 867 64099338.7500000000
1016 1107 311115514.0000000000
1016 614 375214852.7500000000
1016 615 375214852.7500000000
1016 616 375214852.7500000000
1016 617 375214852.7500000000
1016 623 375214852.7500000000
1016 625 375214852.7500000000
1016 630 375214852.7500000000
1016 641 375214852.7500000000
1016 644 375214852.7500000000
1016 645 375214852.7500000000
1108 646 0.0000000000
1108 805 0.0000000000
1016 1108 375214852.7500000000
1016 652 375214852.7500000000
1109 181 118590415.7500000000
1109 226 118590415.7500000000
1109 363 118590415.7500000000
1109 381 118590415.7500000000
1109 432 118590415.7500000000
1109 446 118590415.7500000000
1109 463 118590415.7500000000
1109 653 118590415.7500000000
1109 676 118590415.7500000000
1109 913 118590415.7500000000
1109 928 118590415.7500000000
1109 976 118590415.7500000000
1109 982 118590415.7500000000
1109 990 118590415.7500000000
1016 1109 256624437.0000000000
1016 657 375214852.7500000000
1016 664 375214852.7500000000
1016 665 375214852.7500000000
1110 372 0.0000000000
1110 669 0.0000000000
1016 1110 375214852.7500000000
1016 675 375214852.7500000000
1111 677 80296194.2500000000
1111 793 80296194.2500000000
1111 797 80296194.2500000000
1111 908 80296194.2500000000
1111 973 80296194.2500000000
1016 1111 294918658.5000000000
1016 684 375214852.7500000000
1016 685 375214852.7500000000
1016 688 375214852.7500000000
1016 689 375214852.7500000000
1016 691 375214852.7500000000
1112 228 6987699.7500000000
1112 238 6987699.7500000000
1112 695 6987699.7500000000
1112 906 6987699.7500000000
1016 1112 368227153.0000000000
1016 696 375214852.7500000000
1016 697 375214852.7500000000
1016 702 375214852.7500000000
1113 415 112471343.7500000000
1113 564 112471343.7500000000
1113 703 112471343.7500000000
1016 1113 262743509.0000000000
1016 704 375214852.7500000000
1016 710 375214852.7500000000
1016 715 375214852.7500000000
1016 716 375214852.7500000000
1016 717 375214852.7500000000
1114 32 0.0000000000
1114 719 0.0000000000
1114 873 0.0000000000
1016 1114 375214852.7500000000
1115 45 0.0000000000
1115 720 0.0000000000
1016 1115 375214852.7500000000
1016 728 375214852.7500000000
1016 729 375214852.7500000000
1016 730 375214852.7500000000
1016 733 375214852.7500000000
1016 734 375214852.7500000000
1116 349 116608618.7500000000
1116 736 116608618.7500000000
1116 925 116608618.7500000000
1016 1116 258606234.0000000000
1016 745 375214852.7500000000
1117 2 123700974.2500000000
1117 398 123700974.2500000000
1117 633 123700974.2500000000
1117 750 123700974.2500000000
1016 1117 251513878.5000000000
1016 752 375214852.7500000000
1016 754 375214852.7500000000
1118 286 0.0000000000
1118 755 0.0000000000
1016 1118 375214852.7500000000
1119 458 94136462.2500000000
1119 757 94136462.2500000000
1119 931 94136462.2500000000
1016 1119 281078390.5000000000
1016 759 375214852.7500000000
1016 760 375214852.7500000000
1016 764 375214852.7500000000
1016 765 375214852.7500000000
1120 439 0.0000000000
1120 766 0.0000000000
1016 1120 375214852.7500000000
1016 768 375214852.7500000000
1016 772 375214852.7500000000
1016 775 375214852.7500000000
1016 777 375214852.7500000000
1016 778 375214852.7500000000
1121 49 112802264.7500000000
1121 368 112802264.7500000000
1121 547 112802264.7500000000
1121 583 112802264.7500000000
1121 779 112802264.7500000000
1121 827 112802264.7500000000
1121 954 112802264.7500000000
1016 1121 262412588.0000000000
1122 506 0.0000000000
1122 780 0.0000000000
1122 940 0.0000000000
1016 1122 375214852.7500000000
1016 784 375214852.7500000000
1016 785 375214852.7500000000
1016 786 375214852.7500000000
1016 788 375214852.7500000000
1016 790 375214852.7500000000
1016 794 375214852.7500000000
1123 265 0.0000000000
1123 796 0.0000000000
1016 1123 375214852.7500000000
1016 801 375214852.7500000000
1016 802 375214852.7500000000
1016 807 375214852.7500000000
1016 809 375214852.7500000000
1016 812 375214852.7500000000
1016 821 375214852.7500000000
1016 822 375214852.7500000000
1016 823 375214852.7500000000
1124 177 90097551.7500000000
1124 384 90097551.7500000000
1124 634 90097551.7500000000
1124 825 90097551.7500000000
1124 970 90097551.7500000000
1016 1124 285117301.0000000000
1016 829 375214852.7500000000
1016 831 375214852.7500000000
1016 837 375214852.7500000000
1016 839 375214852.7500000000
1016 841 375214852.7500000000
1016 844 375214852.7500000000
1016 847 375214852.7500000000
1125 139 88073168.7500000000
1125 185 88073168.7500000000
1125 388 88073168.7500000000
1125 721 88073168.7500000000
1125 849 88073168.7500000000
1016 1125 287141684.0000000000
1016 850 375214852.7500000000
1016 851 375214852.7500000000
1016 853 375214852.7500000000
1016 856 375214852.7500000000
1126 330 81068283.2500000000
1126 862 81068283.2500000000
1126 880 81068283.2500000000
1016 1126 294146569.5000000000
1016 864 375214852.7500000000
1016 866 375214852.7500000000
1016 868 375214852.7500000000
1016 869 375214852.7500000000
1127 70 39171845.2500000000
1127 362 39171845.2500000000
1127 870 39171845.2500000000
1127 929 39171845.2500000000
1016 1127 336043007.5000000000
1016 876 375214852.7500000000
1016 878 375214852.7500000000
1128 178 0.0000000000
1128 882 0.0000000000
1016 1128 375214852.7500000000
1129 718 47228533.7500000000
1129 890 47228533.7500000000
1129 921 47228533.7500000000
1016 1129 327986319.0000000000
1016 892 375214852.7500000000
1016 893 375214852.7500000000
1016 896 375214852.7500000000
1016 899 375214852.7500000000
1130 467 0.0000000000
1130 900 0.0000000000
1016 1130 375214852.7500000000
1131 195 0.0000000000
1131 901 0.0000000000
1016 1131 375214852.7500000000
1016 903 375214852.7500000000
1132 327 0.0000000000
1132 907 0.0000000000
1016 1132 375214852.7500000000
1133 271 105932291.7500000000
1133 574 105932291.7500000000
1133 618 105932291.7500000000
1133 800 105932291.7500000000
1133 865 105932291.7500000000
1133 910 105932291.7500000000
1133 911 105932291.7500000000
1016 1133 269282561.0000000000
1016 912 375214852.7500000000
1134 915 594.7500000000
1134 952 594.7500000000
1016 1134 375214258.0000000000
1135 53 94114995.2500000000
1135 322 94114995.2500000000
1135 364 94114995.2500000000
1135 573 94114995.2500000000
1135 781 94114995.2500000000
1135 887 94114995.2500000000
1135 917 94114995.2500000000
1016 1135 281099857.5000000000
1136 81 0.0000000000
1136 405 0.0000000000
1136 595 0.0000000000
1136 922 0.0000000000
1016 1136 375214852.7500000000
1016 926 375214852.7500000000
1016 937 375214852.7500000000
1016 943 375214852.7500000000
1016 944 375214852.7500000000
1137 186 53247951.7500000000
1137 430 53247951.7500000000
1137 945 53247951.7500000000
1137 960 53247951.7500000000
1016 1137 321966901.0000000000
1016 946 375214852.7500000000
1138 52 85754884.2500000000
1138 366 85754884.2500000000
1138 507 85754884.2500000000
1138 799 85754884.2500000000
1138 947 85754884.2500000000
1016 1138 289459968.5000000000
1016 955 375214852.7500000000
1016 957 375214852.7500000000
1016 958 375214852.7500000000
1016 963 375214852.7500000000
1139 414 0.0000000000
1139 965 0.0000000000
1016 1139 375214852.7500000000
1016 979 375214852.7500000000
1140 221 0.0000000000
1140 975 0.0000000000
1140 981 0.0000000000
1016 1140 375214852.7500000000
1141 288 0.0000000000
1141 626 0.0000000000
1141 859 0.0000000000
1141 983 0.0000000000
1016 1141 375214852.7500000000
1016 985 375214852.7500000000
1016 989 375214852.7500000000
1142 173 364722573.2500000000
1142 477 364722573.2500000000
1143 511 0.0000000000
1143 537 0.0000000000
1142 1143 364722573.2500000000
1144 1 73326137.7500000000
1144 210 73326137.7500000000
1144 301 73326137.7500000000
1144 389 73326137.7500000000
1144 575 73326137.7500000000
1144 846 73326137.7500000000
1144 872 73326137.7500000000
1144 935 73326137.7500000000
1144 938 73326137.7500000000
1142 1144 291396435.5000000000
1146 61 24906414.7500000000
1146 588 24906414.7500000000
1145 1146 312395775.0000000000
1147 92 65819036.2500000000
1147 204 65819036.2500000000
1147 934 65819036.2500000000
1145 1147 271483153.5000000000
1149 73 75441844.7500000000
1149 138 75441844.7500000000
1149 208 75441844.7500000000
1149 219 75441844.7500000000
1149 227 75441844.7500000000
1149 269 75441844.7500000000
1149 344 75441844.7500000000
1149 457 75441844.7500000000
1149 499 75441844.7500000000
1149 518 75441844.7500000000
1149 529 75441844.7500000000
1149 631 75441844.7500000000
1149 693 75441844.7500000000
1149 776 75441844.7500000000
1149 861 75441844.7500000000
1149 987 75441844.7500000000
1148 1149 249580443.5000000000
1150 410 63054401.7500000000
1150 483 63054401.7500000000
1150 500 63054401.7500000000
1148 1150 261967886.5000000000
1148 493 325022288.2500000000
1145 1148 12279901.5000000000
1152 160 26239217.2500000000
1152 758 26239217.2500000000
1151 1152 270232430.5000000000
1151 170 296471647.7500000000
1153 249 27474691.2500000000
1153 813 27474691.2500000000
1151 1153 268996956.5000000000
1151 313 296471647.7500000000
1154 352 22721684.7500000000
1154 942 22721684.7500000000
1151 1154 273749963.0000000000
1151 371 296471647.7500000000
1155 12 34021399.7500000000
1155 35 34021399.7500000000
1155 88 34021399.7500000000
1155 90 34021399.7500000000
1155 126 34021399.7500000000
1155 188 34021399.7500000000
1155 196 34021399.7500000000
1155 242 34021399.7500000000
1155 250 34021399.7500000000
1155 253 34021399.7500000000
1155 280 34021399.7500000000
1155 342 34021399.7500000000
1155 374 34021399.7500000000
1155 379 34021399.7500000000
1155 444 34021399.7500000000
1155 450 34021399.7500000000
1155 459 34021399.7500000000
1155 470 34021399.7500000000
1155 502 34021399.7500000000
1155 543 34021399.7500000000
1155 592 34021399.7500000000
1155 601 34021399.7500000000
1155 667 34021399.7500000000
1155 700 34021399.7500000000
1155 708 34021399.7500000000
1155 739 34021399.7500000000
1155 857 34021399.7500000000
1155 939 34021399.7500000000
1151 1155 262450248.0000000000
1151 509 296471647.7500000000
1156 112 27362074.2500000000
1156 268 27362074.2500000000
1156 343 27362074.2500000000
1156 553 27362074.2500000000
1156 627 27362074.2500000000
1156 964 27362074.2500000000
1151 1156 269109573.5000000000
1157 132 0.0000000000
1157 769 0.0000000000
1151 1157 296471647.7500000000
1151 877 296471647.7500000000
1158 244 0.0000000000
1158 902 0.0000000000
1158 916 0.0000000000
1151 1158 296471647.7500000000
1151 980 296471647.7500000000
1145 1151 40830542.0000000000
1159 683 0.0000000000
1159 881 0.0000000000
1145 1159 337302189.7500000000
1160 7 72151025.2500000000
1160 113 72151025.2500000000
1160 127 72151025.2500000000
1160 205 72151025.2500000000
1160 257 72151025.2500000000
1160 425 72151025.2500000000
1160 508 72151025.2500000000
1160 741 72151025.2500000000
1160 814 72151025.2500000000
1160 997 72151025.2500000000
1145 1160 265151164.5000000000
1161 121 1006902.7500000000
1161 233 1006902.7500000000
1161 361 1006902.7500000000
1161 541 1006902.7500000000
1161 572 1006902.7500000000
1161 751 1006902.7500000000
1161 811 1006902.7500000000
1145 1161 336295287.0000000000
1162 451 10236165.2500000000
1162 798 10236165.2500000000
1162 905 10236165.2500000000
1162 993 10236165.2500000000
1145 1162 327066024.5000000000
1142 1145 27420383.5000000000
1163 20 113764667.2500000000
1163 116 113764667.2500000000
1163 150 113764667.2500000000
1163 255 113764667.2500000000
1163 295 113764667.2500000000
1163 340 113764667.2500000000
1163 376 113764667.2500000000
1163 416 113764667.2500000000
1163 431 113764667.2500000000
1163 473 113764667.2500000000
1163 481 113764667.2500000000
1163 485 113764667.2500000000
1163 550 113764667.2500000000
1163 656 113764667.2500000000
1163 672 113764667.2500000000
1163 679 113764667.2500000000
1163 680 113764667.2500000000
1163 722 113764667.2500000000
1163 742 113764667.2500000000
1163 744 113764667.2500000000
1163 753 113764667.2500000000
1163 763 113764667.2500000000
1163 830 113764667.2500000000
1163 840 113764667.2500000000
1163 988 113764667.2500000000
1142 1163 250957906.0000000000
1142 818 364722573.2500000000
1142 995 364722573.2500000000
1016 1142 10492279.5000000000
1164 738 0.0000000000
1164 996 0.0000000000
1016 1164 375214852.7500000000
1016 998 375214852.7500000000
1165 487 316645132.7500000000
1165 492 316645132.7500000000
1166 305 0.0000000000
1166 558 0.0000000000
1167 586 208356945.2500000000
1167 855 208356945.2500000000
1168 128 364427389.7500000000
1168 624 364427389.7500000000
1169 258 74103889.7500000000
1169 681 74103889.7500000000
1170 554 220619870.2500000000
1170 642 220619870.2500000000
1170 726 220619870.2500000000
1171 356 274879148.2500000000
1171 732 274879148.2500000000
1171 948 274879148.2500000000
1172 153 69690116.7500000000
